output+=(String.format("Please enter 3 numbers separated by spaces > ")); ,EXPRESSION_STATEMENT, line no: 65,output+=(String.format("Please enter 3 numbers separated by spaces > ")); ,EXPRESSION_STATEMENT, line no: 65, 0.045208065992356175, insert, 1.0, 1.0, 1.0
first.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 67,first.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 67, 0.045208065992356175, insert, 1.0, 3.0, 1.0
second.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 68,second.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 68, 0.045208065992356175, insert, 1.0, 3.0, 1.0
third.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 69,third.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 69, 0.045208065992356175, insert, 1.0, 3.0, 1.0
median.value=(first.value + second.value + third.value) / 3; ,EXPRESSION_STATEMENT, line no: 70,median.value=(first.value + second.value + third.value) / 3; ,EXPRESSION_STATEMENT, line no: 70, 0.045208065992356175, insert, 1.0, 5.0, 1.0
comp_fir.value=Math.abs(first.value - median.value); ,EXPRESSION_STATEMENT, line no: 71,comp_fir.value=Math.abs(first.value - median.value); ,EXPRESSION_STATEMENT, line no: 71, 0.045208065992356175, insert, 1.0, 4.0, 1.0
comp_sec.value=Math.abs(second.value - median.value); ,EXPRESSION_STATEMENT, line no: 72,comp_sec.value=Math.abs(second.value - median.value); ,EXPRESSION_STATEMENT, line no: 72, 0.045208065992356175, insert, 1.0, 4.0, 1.0
comp_thi.value=Math.abs(third.value - median.value); ,EXPRESSION_STATEMENT, line no: 73,comp_thi.value=Math.abs(third.value - median.value); ,EXPRESSION_STATEMENT, line no: 73, 0.045208065992356175, insert, 1.0, 4.0, 1.0
first.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 67,third.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 69, 0.04281469779276085, insert, 1.0, 1.5, 0.9117647058823529
third.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 69,first.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 67, 0.04281469779276085, insert, 1.0, 1.5, 0.9117647058823529
comp_fir.value=Math.abs(first.value - median.value); ,EXPRESSION_STATEMENT, line no: 71,comp_thi.value=Math.abs(third.value - median.value); ,EXPRESSION_STATEMENT, line no: 73, 0.042649118860713375, insert, 1.0, 1.3333333333333333, 0.9056603773584906
comp_thi.value=Math.abs(third.value - median.value); ,EXPRESSION_STATEMENT, line no: 73,comp_fir.value=Math.abs(first.value - median.value); ,EXPRESSION_STATEMENT, line no: 71, 0.042649118860713375, insert, 1.0, 1.3333333333333333, 0.9056603773584906
first.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 67,second.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 68, 0.041333088907297075, insert, 1.0, 1.5, 0.8571428571428571
second.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 68,first.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 67, 0.041333088907297075, insert, 1.0, 1.5, 0.8571428571428571
second.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 68,third.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 69, 0.041333088907297075, insert, 1.0, 1.5, 0.8571428571428571
third.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 69,second.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 68, 0.041333088907297075, insert, 1.0, 1.5, 0.8571428571428571
comp_fir.value=Math.abs(first.value - median.value); ,EXPRESSION_STATEMENT, line no: 71,comp_sec.value=Math.abs(second.value - median.value); ,EXPRESSION_STATEMENT, line no: 72, 0.04118957123748007, insert, 1.0, 1.3333333333333333, 0.8518518518518519
comp_sec.value=Math.abs(second.value - median.value); ,EXPRESSION_STATEMENT, line no: 72,comp_fir.value=Math.abs(first.value - median.value); ,EXPRESSION_STATEMENT, line no: 71, 0.04118957123748007, insert, 1.0, 1.3333333333333333, 0.8518518518518519
comp_sec.value=Math.abs(second.value - median.value); ,EXPRESSION_STATEMENT, line no: 72,comp_thi.value=Math.abs(third.value - median.value); ,EXPRESSION_STATEMENT, line no: 73, 0.04118957123748007, insert, 1.0, 1.3333333333333333, 0.8518518518518519
comp_thi.value=Math.abs(third.value - median.value); ,EXPRESSION_STATEMENT, line no: 73,comp_sec.value=Math.abs(second.value - median.value); ,EXPRESSION_STATEMENT, line no: 72, 0.04118957123748007, insert, 1.0, 1.3333333333333333, 0.8518518518518519
median.value=(first.value + second.value + third.value) / 3; ,EXPRESSION_STATEMENT, line no: 70,comp_sec.value=Math.abs(second.value - median.value); ,EXPRESSION_STATEMENT, line no: 72, 0.0340913284532522, insert, 1.0, 2.0, 0.5901639344262295
comp_sec.value=Math.abs(second.value - median.value); ,EXPRESSION_STATEMENT, line no: 72,median.value=(first.value + second.value + third.value) / 3; ,EXPRESSION_STATEMENT, line no: 70, 0.0340913284532522, insert, 1.0, 2.5, 0.5901639344262295
median.value=(first.value + second.value + third.value) / 3; ,EXPRESSION_STATEMENT, line no: 70,comp_fir.value=Math.abs(first.value - median.value); ,EXPRESSION_STATEMENT, line no: 71, 0.033646658951688044, insert, 1.0, 2.0, 0.5737704918032787
comp_fir.value=Math.abs(first.value - median.value); ,EXPRESSION_STATEMENT, line no: 71,median.value=(first.value + second.value + third.value) / 3; ,EXPRESSION_STATEMENT, line no: 70, 0.033646658951688044, insert, 1.0, 2.5, 0.5737704918032787
median.value=(first.value + second.value + third.value) / 3; ,EXPRESSION_STATEMENT, line no: 70,comp_thi.value=Math.abs(third.value - median.value); ,EXPRESSION_STATEMENT, line no: 73, 0.032312650446995564, insert, 1.0, 2.0, 0.5245901639344263
comp_thi.value=Math.abs(third.value - median.value); ,EXPRESSION_STATEMENT, line no: 73,median.value=(first.value + second.value + third.value) / 3; ,EXPRESSION_STATEMENT, line no: 70, 0.032312650446995564, insert, 1.0, 2.5, 0.5245901639344263
second.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 68,comp_sec.value=Math.abs(second.value - median.value); ,EXPRESSION_STATEMENT, line no: 72, 0.02812946328413273, insert, 1.0, 1.6, 0.37037037037037035
comp_sec.value=Math.abs(second.value - median.value); ,EXPRESSION_STATEMENT, line no: 72,second.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 68, 0.02812946328413273, insert, 1.0, 1.2000000000000002, 0.37037037037037035
first.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 67,median.value=(first.value + second.value + third.value) / 3; ,EXPRESSION_STATEMENT, line no: 70, 0.02786595543135397, insert, 1.0, 1.6666666666666665, 0.36065573770491804
median.value=(first.value + second.value + third.value) / 3; ,EXPRESSION_STATEMENT, line no: 70,first.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 67, 0.02786595543135397, insert, 1.0, 1.0, 0.36065573770491804
first.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 67,comp_fir.value=Math.abs(first.value - median.value); ,EXPRESSION_STATEMENT, line no: 71, 0.027807225497185117, insert, 1.0, 1.6, 0.3584905660377358
third.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 69,comp_thi.value=Math.abs(third.value - median.value); ,EXPRESSION_STATEMENT, line no: 73, 0.027807225497185117, insert, 1.0, 1.6, 0.3584905660377358
comp_fir.value=Math.abs(first.value - median.value); ,EXPRESSION_STATEMENT, line no: 71,first.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 67, 0.027807225497185117, insert, 1.0, 1.2000000000000002, 0.3584905660377358
comp_thi.value=Math.abs(third.value - median.value); ,EXPRESSION_STATEMENT, line no: 73,third.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 69, 0.027807225497185117, insert, 1.0, 1.2000000000000002, 0.3584905660377358
second.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 68,comp_fir.value=Math.abs(first.value - median.value); ,EXPRESSION_STATEMENT, line no: 71, 0.027295436070856556, insert, 1.0, 0.6666666666666666, 0.33962264150943394
second.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 68,comp_thi.value=Math.abs(third.value - median.value); ,EXPRESSION_STATEMENT, line no: 73, 0.027295436070856556, insert, 1.0, 0.6666666666666666, 0.33962264150943394
third.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 69,comp_fir.value=Math.abs(first.value - median.value); ,EXPRESSION_STATEMENT, line no: 71, 0.027295436070856556, insert, 1.0, 0.6666666666666666, 0.33962264150943394
comp_fir.value=Math.abs(first.value - median.value); ,EXPRESSION_STATEMENT, line no: 71,second.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 68, 0.027295436070856556, insert, 1.0, 0.5, 0.33962264150943394
comp_fir.value=Math.abs(first.value - median.value); ,EXPRESSION_STATEMENT, line no: 71,third.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 69, 0.027295436070856556, insert, 1.0, 0.5, 0.33962264150943394
comp_thi.value=Math.abs(third.value - median.value); ,EXPRESSION_STATEMENT, line no: 73,second.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 68, 0.027295436070856556, insert, 1.0, 0.5, 0.33962264150943394
first.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 67,comp_sec.value=Math.abs(second.value - median.value); ,EXPRESSION_STATEMENT, line no: 72, 0.027124839595413706, insert, 1.0, 0.6666666666666666, 0.3333333333333333
comp_sec.value=Math.abs(second.value - median.value); ,EXPRESSION_STATEMENT, line no: 72,first.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 67, 0.027124839595413706, insert, 1.0, 0.5, 0.3333333333333333
second.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 68,median.value=(first.value + second.value + third.value) / 3; ,EXPRESSION_STATEMENT, line no: 70, 0.02697661642822565, insert, 1.0, 1.6666666666666665, 0.32786885245901637
median.value=(first.value + second.value + third.value) / 3; ,EXPRESSION_STATEMENT, line no: 70,second.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 68, 0.02697661642822565, insert, 1.0, 1.0, 0.32786885245901637
first.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 67,comp_thi.value=Math.abs(third.value - median.value); ,EXPRESSION_STATEMENT, line no: 73, 0.026783646644527998, insert, 1.0, 0.6666666666666666, 0.32075471698113206
comp_thi.value=Math.abs(third.value - median.value); ,EXPRESSION_STATEMENT, line no: 73,first.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 67, 0.026783646644527998, insert, 1.0, 0.5, 0.32075471698113206
third.value=scanner.nextDouble(); ,EXPRESSION_STATEMENT, line no: 69,comp_sec.value=Math.abs(second.value - median.value); ,EXPRESSION_STATEMENT, line no: 72, 0.02662252775105419, insert, 1.0, 0.6666666666666666, 0.3148148148148148
